788.4449,0.0000
788.4571,281.4354
788.4693,418.6428
788.4816,552.3583
788.4938,506.1007
788.5060,328.1326
788.5183,196.5004
788.5305,129.8958
788.5427,55.7673
788.5550,65.3062
788.5672,29.8054
788.5795,55.5994
788.5917,21.1732
788.6039,14.5802
788.6162,60.5597
788.6284,27.1128
788.6406,2.0300
788.6529,115.0422
788.6651,346.3257
788.6774,290.7934
788.6896,69.8387
788.7018,280.2151
788.7141,226.6030
788.7263,115.0646
788.7386,75.1896
788.7508,55.4262
788.7630,107.0700
788.7753,150.3576
788.7875,51.8299
788.7997,1.2439
788.8120,43.8005
788.8242,54.3031
788.8365,59.0825
788.8487,57.8008
788.8609,166.5545
788.8732,97.0292
788.8854,60.7154
788.8977,64.4849
788.9099,92.1700
788.9221,70.5805
788.9344,41.2974
788.9466,62.2956
788.9589,219.7520
788.9711,285.8316
788.9833,178.2034
788.9956,126.6625
789.0078,78.4099
789.0201,36.9098
789.0323,28.2879
789.0445,22.1180
789.0568,42.8108
789.0690,100.2111
789.0813,44.6888
789.0935,6.3820
789.1058,20.7919
789.1180,41.5235
789.1302,39.9544
789.1425,23.1382
789.1547,6.2099
789.1670,0.0000
789.1792,11.9403
789.1914,22.7187
789.2037,19.3297
789.2159,31.5228
789.2282,30.2532
789.2404,39.2796
789.2527,44.6224
789.2649,35.2149
789.2771,63.1113
789.2894,121.9485
789.3016,66.5013
789.3139,6.1585
789.3261,31.5494
789.3384,61.1868
789.3506,27.2628
789.3628,30.9033
789.3751,56.8615
789.3873,180.3138
789.3996,173.2455
789.4118,78.5430
789.4241,73.7222
789.4363,74.5172
789.4485,65.8737
789.4608,142.2008
789.4730,130.4210
789.4853,45.7962
789.4975,28.7728
789.5098,34.2072
789.5220,30.6455
789.5343,58.6577
789.5465,59.7776
789.5587,43.9189
789.5710,38.2608
789.5832,29.4257
789.5955,54.6249
789.6077,67.5902
789.6200,49.2643
789.6322,28.3403
789.6445,29.4163
789.6567,59.3135
789.6690,76.3170
789.6812,197.3334
789.6934,272.4134
789.7057,115.2632
789.7179,9.6294
789.7302,63.2140
789.7424,89.4225
789.7547,73.5918
789.7669,55.5012
789.7792,77.9633
789.7914,148.5023
789.8037,134.6344
789.8159,100.8373
789.8282,83.0858
789.8404,89.2044
789.8527,85.5581
789.8649,55.3486
789.8771,112.9079
789.8894,177.0115
789.9016,319.4041
789.9139,462.7084
789.9261,628.4477
789.9384,708.6134
789.9506,603.2590
789.9629,496.3372
789.9751,285.4254
789.9874,163.4929
789.9996,175.3031
790.0119,156.2947
790.0241,95.0182
790.0364,74.8201
790.0486,139.4687
790.0609,123.7117
790.0731,133.8012
790.0854,190.8591
790.0976,133.5120
790.1099,60.5952
790.1221,43.9347
790.1344,79.0769
790.1466,86.5808
790.1589,90.1527
790.1711,102.6943
790.1834,118.1515
790.1956,141.0162
790.2079,94.9936
790.2201,110.9060
790.2324,125.9732
790.2446,130.5580
790.2569,135.4152
790.2691,116.0219
790.2814,118.4756
790.2936,307.3347
790.3059,348.3442
790.3181,98.4448
790.3304,87.0804
790.3426,97.7423
790.3549,61.8597
790.3671,66.1331
790.3794,139.8810
790.3916,195.7717
790.4039,311.0616
790.4161,798.9089
790.4284,1343.6240
