788.9477,0.0000
788.9599,416.6475
788.9722,761.5992
788.9844,793.9014
788.9967,448.4314
789.0089,155.4044
789.0212,43.2554
789.0334,15.6190
789.0456,6.0874
789.0579,13.5434
789.0701,24.2990
789.0824,17.4479
789.0946,12.5168
789.1069,5.4302
789.1191,55.9883
789.1314,56.5596
789.1436,72.1958
789.1559,34.4116
789.1681,4.6616
789.1804,24.5617
789.1926,28.8978
789.2048,7.5405
789.2171,0.0000
789.2293,14.2149
789.2416,24.2216
789.2538,60.6225
789.2661,38.1748
789.2783,27.8920
789.2906,55.9468
789.3028,53.5738
789.3151,22.0466
789.3273,13.7735
789.3396,8.7405
789.3518,9.4884
789.3641,3.3046
789.3763,4.8751
789.3886,20.8870
789.4008,47.0652
789.4131,41.3858
789.4253,47.3713
789.4376,62.5617
789.4498,95.7621
789.4621,225.4082
789.4743,242.3174
789.4866,223.6143
789.4988,232.2060
789.5110,136.7245
789.5233,38.9957
789.5355,8.8866
789.5478,21.5249
789.5600,20.8709
789.5723,194.5127
789.5845,194.0313
789.5968,65.4008
789.6090,11.5778
789.6213,2.0206
789.6335,0.0000
789.6458,7.9084
789.6580,70.5143
789.6703,49.6716
789.6825,7.9057
789.6948,18.9528
789.7071,86.3535
789.7193,160.4491
789.7316,176.6092
789.7438,71.6544
789.7561,21.5055
789.7683,16.8675
789.7806,18.7811
789.7928,7.8269
789.8051,0.0000
789.8173,0.0000
789.8296,44.7357
789.8418,58.4306
789.8541,133.4133
789.8663,103.5384
789.8786,120.7947
789.8908,118.4707
789.9031,39.4060
789.9153,25.5341
789.9276,46.3924
789.9398,73.2876
789.9521,101.5658
789.9643,159.0361
789.9766,116.5985
789.9888,112.4925
790.0011,74.5175
790.0134,25.4880
790.0256,125.9439
790.0379,127.7375
790.0501,35.4391
790.0624,30.2827
790.0746,29.1839
790.0869,6.7110
790.0991,0.0000
790.1114,30.0962
790.1236,147.8815
790.1359,110.8117
790.1481,17.2106
790.1604,29.8807
790.1727,33.8401
790.1849,9.2792
790.1972,30.9120
790.2094,52.5396
790.2217,91.4516
790.2339,81.2141
790.2462,24.6538
790.2584,8.8259
790.2707,15.3206
790.2829,7.0824
790.2952,66.8635
790.3075,177.5766
790.3197,115.5803
790.3320,61.1047
790.3442,61.1762
790.3565,73.7492
790.3687,79.4708
790.3810,69.7947
790.3932,103.0694
790.4055,153.0117
790.4178,270.0848
790.4300,304.1622
790.4423,219.6504
790.4545,98.8448
790.4668,54.4009
790.4790,70.6135
790.4913,55.7902
790.5036,20.7241
790.5158,46.2988
790.5281,68.4439
790.5403,93.5074
790.5526,144.3557
790.5648,174.8995
790.5771,124.7829
790.5894,47.1309
790.6016,15.2691
790.6139,41.7045
790.6261,34.1113
790.6384,86.7074
790.6507,138.0319
790.6629,61.9817
790.6752,38.8102
790.6874,103.0217
790.6997,90.9510
790.7119,78.7352
790.7242,48.5892
790.7365,13.6866
790.7487,21.1659
790.7610,21.6688
790.7732,31.1761
790.7855,102.8890
790.7978,104.2797
790.8100,46.4164
790.8223,29.3939
790.8345,7.3235
790.8468,74.0220
790.8591,104.6297
790.8713,55.2650
790.8836,35.3083
790.8958,64.0883
790.9081,171.2873
790.9204,384.3976
790.9326,510.6572
790.9449,604.3814
790.9571,551.5384
790.9694,313.3397
790.9817,141.3087
790.9939,38.5839
791.0062,40.8312
791.0184,53.4504
791.0307,56.9398
791.0430,94.3586
791.0552,81.1936
791.0675,49.4068
791.0797,105.8603
791.0920,108.5572
791.1043,132.9333
791.1165,171.8239
791.1288,82.9239
791.1411,32.1354
791.1533,49.8137
791.1656,69.4951
791.1778,92.2066
791.1901,88.0869
791.2024,82.2280
791.2146,53.3932
791.2269,155.0086
791.2392,244.2680
791.2514,169.0157
791.2637,138.0163
791.2759,67.5852
791.2882,37.6953
791.3005,29.9524
791.3127,16.1806
791.3250,23.7268
791.3373,131.6387
791.3495,229.7986
791.3618,150.4479
791.3740,46.0311
791.3863,74.1335
791.3986,130.0537
791.4108,237.8051
791.4231,796.9886
791.4354,1411.6959
791.4476,1608.2891
791.4599,1375.9700
791.4722,1005.1691
791.4844,791.9183
791.4967,325.0204
791.5090,142.5725
791.5212,41.8501
791.5335,32.5583
791.5458,53.5672
791.5580,44.9629
791.5703,42.4407
791.5825,44.5442
791.5948,23.6543
791.6071,7.4125
791.6193,13.0854
791.6316,35.4119
791.6439,33.7275
791.6561,16.4722
791.6684,46.6026
791.6807,101.4569
791.6929,112.5897
791.7052,106.3123
791.7175,66.0037
791.7297,47.9655
791.7420,62.4224
791.7543,60.9569
791.7665,59.4498
791.7788,95.5528
791.7911,66.8178
791.8033,41.9338
791.8156,47.0428
791.8279,37.6705
791.8401,33.3906
791.8524,37.9067
791.8647,63.1431
791.8769,123.7818
791.8892,196.3779
791.9015,272.7424
791.9137,592.1470
791.9260,1645.8589
791.9383,4381.8141
791.9506,8339.2369
791.9628,9198.1424
791.9751,6112.7897
791.9874,2623.5001
791.9996,555.1634
792.0119,253.5794
792.0242,260.0353
792.0364,121.5046
792.0487,72.7045
792.0610,128.8789
792.0732,136.4301
792.0855,131.5243
792.0978,180.6924
792.1100,172.0342
792.1223,98.5539
792.1346,147.4519
792.1469,212.5083
792.1591,179.5726
792.1714,171.7392
792.1837,210.2026
792.1959,117.0431
792.2082,120.2261
792.2205,246.2213
792.2327,216.4291
792.2450,105.8653
792.2573,125.7118
