788.4424,0.0000
788.4547,350.1991
788.4670,735.2554
788.4793,932.4398
788.4915,1073.8995
788.5038,597.2012
788.5161,128.5903
788.5284,50.7746
788.5406,117.9071
788.5529,244.3194
788.5652,247.5789
788.5775,123.0891
788.5897,58.2246
788.6020,101.2240
788.6143,63.0286
788.6266,18.7511
788.6389,232.7436
788.6511,734.9123
788.6634,572.5817
788.6757,137.6424
788.6880,30.3426
788.7002,27.8778
788.7125,201.5166
788.7248,152.0903
788.7371,16.7022
788.7494,12.0703
788.7616,16.0784
788.7739,99.3335
788.7862,90.1077
788.7985,49.0443
788.8108,52.2956
788.8230,29.3774
788.8353,48.2606
788.8476,338.1477
788.8599,398.1236
788.8721,176.1425
788.8844,100.4846
788.8967,63.5670
788.9090,128.5937
788.9213,264.0277
788.9335,324.3878
788.9458,339.8851
788.9581,236.9935
788.9704,188.6631
788.9827,135.6270
788.9949,74.1883
789.0072,42.6634
789.0195,36.5217
789.0318,33.5375
789.0441,38.3782
789.0563,90.1734
789.0686,52.5431
789.0809,115.8825
789.0932,188.1061
789.1055,118.1239
789.1178,44.3919
789.1300,20.3292
789.1423,10.4154
789.1546,38.1913
789.1669,40.1954
789.1792,23.1490
789.1914,104.9392
789.2037,273.6753
789.2160,164.0020
789.2283,25.2443
789.2406,39.2325
789.2528,48.3933
789.2651,72.2574
789.2774,121.6357
789.2897,121.8509
789.3020,47.8389
789.3143,49.0669
789.3265,59.0147
789.3388,29.2227
789.3511,21.1639
789.3634,43.3574
789.3757,73.4344
789.3880,109.9800
789.4002,100.1812
789.4125,56.5918
789.4248,56.9708
789.4371,146.9379
789.4494,110.5433
789.4617,72.6735
789.4739,31.1470
789.4862,55.9991
789.4985,235.2530
789.5108,201.2333
789.5231,97.8765
789.5354,75.1035
789.5476,140.8636
789.5599,135.6362
789.5722,112.1606
789.5845,129.5402
789.5968,64.8420
789.6091,41.8937
789.6214,37.7184
789.6336,28.7001
789.6459,45.1468
789.6582,48.0297
789.6705,23.5115
789.6828,13.0192
789.6951,100.2918
789.7074,90.0039
789.7196,96.3551
789.7319,81.2020
789.7442,84.1647
789.7565,129.0788
789.7688,58.4686
789.7811,102.5431
789.7934,77.8608
789.8056,44.9347
789.8179,35.4576
789.8302,23.0367
789.8425,35.0129
789.8548,104.7508
789.8671,129.4175
789.8794,105.1150
789.8917,227.6955
789.9039,422.9292
789.9162,726.2480
789.9285,860.4190
789.9408,922.9718
789.9531,560.4572
789.9654,208.5390
789.9777,292.4316
789.9900,207.8363
790.0022,101.3143
790.0145,94.2556
790.0268,177.7612
790.0391,103.3592
790.0514,80.0501
790.0637,60.9945
790.0760,46.5043
790.0883,250.4521
790.1005,251.6740
790.1128,323.5690
790.1251,173.4013
790.1374,159.6332
790.1497,158.3356
790.1620,147.0787
790.1743,86.3664
790.1866,30.4332
790.1989,62.0727
790.2112,98.7437
790.2234,115.7815
790.2357,120.6958
790.2480,50.0586
790.2603,97.9988
790.2726,167.1487
790.2849,226.8483
790.2972,242.4504
790.3095,125.3962
790.3218,118.0476
790.3341,235.6496
790.3463,258.7418
790.3586,85.7807
790.3709,224.1778
790.3832,282.0336
790.3955,293.1070
790.4078,762.3949
790.4201,730.0695
790.4324,589.5556
790.4447,460.4297
790.4570,317.5858
790.4693,270.3850
790.4815,245.9350
790.4938,252.4729
790.5061,271.0757
790.5184,264.7897
790.5307,247.2123
790.5430,183.8463
790.5553,85.2862
790.5676,463.9626
790.5799,418.6041
790.5922,285.9681
790.6045,203.9745
790.6168,150.7292
790.6291,190.3376
790.6413,294.5669
790.6536,139.6511
790.6659,135.9649
790.6782,147.7423
790.6905,136.2850
790.7028,365.4287
790.7151,560.1279
790.7274,385.6841
790.7397,192.2165
790.7520,130.5461
790.7643,316.3316
790.7766,349.5653
790.7889,330.4419
790.8012,245.4264
790.8135,230.8825
790.8258,317.3597
790.8381,474.9001
790.8503,526.7387
790.8626,477.3778
790.8749,321.5147
790.8872,201.0536
790.8995,430.5842
790.9118,1848.9655
790.9241,17132.2720
790.9364,175577.5106
790.9487,457891.9678
790.9610,298071.3866
790.9733,67857.1113
790.9856,9105.9586
790.9979,1603.7934
791.0102,724.5625
791.0225,946.6402
791.0348,845.8915
791.0471,970.0631
791.0594,965.3918
791.0717,722.6180
791.0840,1962.7950
791.0963,4300.6095
791.1086,2672.6251
791.1209,685.0667
791.1331,212.6125
791.1454,390.1819
791.1577,458.2173
791.1700,430.5066
791.1823,346.0422
791.1946,202.0957
791.2069,673.9297
791.2192,2349.1452
791.2315,4442.7987
791.2438,2986.8781
791.2561,1352.8921
791.2684,438.5753
791.2807,292.2627
791.2930,205.3483
791.3053,228.8681
791.3176,407.9724
791.3299,515.1885
791.3422,1434.5855
791.3545,1067.3068
791.3668,771.1559
791.3791,439.6453
791.3914,234.7247
791.4037,525.4435
791.4160,2834.3585
791.4283,30661.5325
791.4406,227074.9107
791.4529,418387.0144
791.4652,198108.3841
